"Country","Source","Occupation","Year","Value"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2022","3.3"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2022","-1.3"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","7.6"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","2.1"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2021","-3"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","8.2"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","2.9"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2020","-1.6"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","7"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","4.4"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2019","-1.1"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","8.2"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","5.1"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2018","-0.8"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","10.2"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","4.7"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2017","0.5"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2016","10.5"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2016","3"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2016","0.2"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2015","9"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2015","5.2"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2015","-0.5"
"Thailand","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2014","10.7"
"Thailand","LFS - Labour Force Survey","Skill level 2 ~ medium","2014","5.2"
"Thailand","LFS - Labour Force Survey","Skill level 1 ~ low","2014","1.9"
"Tokelau","HIES - Household Income and Expenditure Survey","Skill levels 3 and 4 ~ high","2016","7.3"
"Tokelau","HIES - Household Income and Expenditure Survey","Skill level 2 ~ medium","2016","8.2"
"Tokelau","HIES - Household Income and Expenditure Survey","Skill level 1 ~ low","2016","-14.8"
"Timor-Leste","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","-29.3"
"Timor-Leste","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","14.1"
"Timor-Leste","LFS - Labour Force Survey","Skill level 1 ~ low","2021","49.2"
"Timor-Leste","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2016","-125.8"
"Timor-Leste","LFS - Labour Force Survey","Skill level 2 ~ medium","2016","-403.6"
"Timor-Leste","LFS - Labour Force Survey","Skill level 1 ~ low","2016","-378.4"
"Timor-Leste","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2013","1.6"
"Timor-Leste","LFS - Labour Force Survey","Skill level 2 ~ medium","2013","-2.7"
"Timor-Leste","LFS - Labour Force Survey","Skill level 1 ~ low","2013","80"
"Tonga","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","-4.4"
"Tonga","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","-3.5"
"Tonga","LFS - Labour Force Survey","Skill level 1 ~ low","2018","66.5"
"Tonga","HIES - Household Income and Expenditure Survey","Skill levels 3 and 4 ~ high","2021","41.3"
"Tonga","HIES - Household Income and Expenditure Survey","Skill level 2 ~ medium","2021","44.6"
"Tonga","HIES - Household Income and Expenditure Survey","Skill level 1 ~ low","2021","12.5"
"Tunisia","LFS - National Population and Employment Survey","Skill levels 3 and 4 ~ high","2019","3.1"
"Tunisia","LFS - National Population and Employment Survey","Skill level 2 ~ medium","2019","23.8"
"Tunisia","LFS - National Population and Employment Survey","Skill level 1 ~ low","2019","4.9"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2022","8.2"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2022","14.5"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2022","3.3"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2021","9.8"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2021","12.5"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2021","0.5"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2020","-5.4"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2020","10.8"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2020","4.5"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2019","4.4"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2019","13.2"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2019","7.4"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2018","5.2"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2018","15"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2018","8.4"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2017","1.5"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2017","12.1"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2017","6.8"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2016","2.9"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2016","12"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2016","9.4"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2015","4.9"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2015","14.3"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2015","12.8"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2014","5.5"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2014","12.3"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2014","12.8"
"Türkiye","LFS - Household Labour Force Survey","Skill levels 3 and 4 ~ high","2013","2.2"
"Türkiye","LFS - Household Labour Force Survey","Skill level 2 ~ medium","2013","9.8"
"Türkiye","LFS - Household Labour Force Survey","Skill level 1 ~ low","2013","14"
"Tanzania, United Republic of","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","5.2"
"Tanzania, United Republic of","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","-2.8"
"Tanzania, United Republic of","LFS - Labour Force Survey","Skill level 1 ~ low","2020","-15.6"
"Tanzania, United Republic of","HIES - National Panel Survey","Skill levels 3 and 4 ~ high","2014","-1.9"
"Tanzania, United Republic of","HIES - National Panel Survey","Skill level 2 ~ medium","2014","-42.2"
"Tanzania, United Republic of","HIES - National Panel Survey","Skill level 1 ~ low","2014","32.7"
"Uganda","LFS - National Labour Force Survey","Skill levels 3 and 4 ~ high","2021","57.4"
"Uganda","LFS - National Labour Force Survey","Skill level 2 ~ medium","2021","49.2"
"Uganda","LFS - National Labour Force Survey","Skill level 1 ~ low","2021","38.3"
"Uganda","LFS - National Labour Force Survey","Skill levels 3 and 4 ~ high","2017","45.6"
"Uganda","LFS - National Labour Force Survey","Skill level 2 ~ medium","2017","14.7"
"Uganda","LFS - National Labour Force Survey","Skill level 1 ~ low","2017","50.8"
"Uganda","HIES - National Household Survey","Skill levels 3 and 4 ~ high","2019","52.5"
"Uganda","HIES - National Household Survey","Skill level 2 ~ medium","2019","33.5"
"Uganda","HIES - National Household Survey","Skill level 1 ~ low","2019","7.5"
"Uganda","HIES - National Household Survey","Skill levels 3 and 4 ~ high","2014","53"
"Uganda","HIES - National Household Survey","Skill level 2 ~ medium","2014","-23.3"
"Uganda","HIES - National Household Survey","Skill level 1 ~ low","2014","9.5"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2022","15.6"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2022","20"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2022","19.1"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2021","19.3"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2021","21.3"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2021","13.3"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2020","19.8"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2020","20.6"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2020","16.6"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2019","15.3"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2019","21.7"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2019","19.1"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2018","15.2"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2018","21.4"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2018","20.3"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2017","15.6"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2017","17.3"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2017","21.8"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2016","15.3"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2016","19.6"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2016","22.7"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2015","15.5"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2015","21.2"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2015","17.2"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2014","16.3"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2014","21.2"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2014","18.8"
"United States","LFS - Current Population Survey","Skill levels 3 and 4 ~ high","2013","17.7"
"United States","LFS - Current Population Survey","Skill level 2 ~ medium","2013","24.1"
"United States","LFS - Current Population Survey","Skill level 1 ~ low","2013","23.1"
"Venezuela, Bolivarian Republic of","LFS - Household Sample Survey","Skill levels 3 and 4 ~ high","2017","4.2"
"Venezuela, Bolivarian Republic of","LFS - Household Sample Survey","Skill level 2 ~ medium","2017","15.3"
"Venezuela, Bolivarian Republic of","LFS - Household Sample Survey","Skill level 1 ~ low","2017","40.2"
"Venezuela, Bolivarian Republic of","LFS - Household Sample Survey","Skill levels 3 and 4 ~ high","2016","12.3"
"Venezuela, Bolivarian Republic of","LFS - Household Sample Survey","Skill level 2 ~ medium","2016","14"
"Venezuela, Bolivarian Republic of","LFS - Household Sample Survey","Skill level 1 ~ low","2016","-48.7"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","13.5"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","12.8"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2021","15.6"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","13.9"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","11.6"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2020","13.9"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","16.3"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","11.8"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2019","12.8"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","15.4"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","11.9"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2018","13.6"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","14.4"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","9.8"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2017","13.9"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2016","15.4"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2016","7.2"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2016","11.8"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2015","12.2"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2015","7.4"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2015","12.9"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2014","11.4"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2014","8.4"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2014","11.8"
"Viet Nam","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2013","12.8"
"Viet Nam","LFS - Labour Force Survey","Skill level 2 ~ medium","2013","12.6"
"Viet Nam","LFS - Labour Force Survey","Skill level 1 ~ low","2013","12.6"
"Wallis and Futuna Islands","HIES - Household Income and Expenditure Survey","Skill levels 3 and 4 ~ high","2019","11.5"
"Wallis and Futuna Islands","HIES - Household Income and Expenditure Survey","Skill level 2 ~ medium","2019","2.7"
"Wallis and Futuna Islands","HIES - Household Income and Expenditure Survey","Skill level 1 ~ low","2019","-24.3"
"Samoa","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","22.6"
"Samoa","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","7.2"
"Samoa","LFS - Labour Force Survey","Skill level 1 ~ low","2017","-528"
"Yemen","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2014","21.8"
"Yemen","LFS - Labour Force Survey","Skill level 2 ~ medium","2014","37.5"
"Yemen","LFS - Labour Force Survey","Skill level 1 ~ low","2014","31.7"
"Zambia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2022","-9.7"
"Zambia","LFS - Labour Force Survey","Skill level 2 ~ medium","2022","26.8"
"Zambia","LFS - Labour Force Survey","Skill level 1 ~ low","2022","-28.6"
"Zambia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","27.1"
"Zambia","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","14.7"
"Zambia","LFS - Labour Force Survey","Skill level 1 ~ low","2021","8"
"Zambia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2020","12.1"
"Zambia","LFS - Labour Force Survey","Skill level 2 ~ medium","2020","25.9"
"Zambia","LFS - Labour Force Survey","Skill level 1 ~ low","2020","24.4"
"Zambia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2019","26.7"
"Zambia","LFS - Labour Force Survey","Skill level 2 ~ medium","2019","18.9"
"Zambia","LFS - Labour Force Survey","Skill level 1 ~ low","2019","52.8"
"Zambia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2018","8.2"
"Zambia","LFS - Labour Force Survey","Skill level 2 ~ medium","2018","34.8"
"Zambia","LFS - Labour Force Survey","Skill level 1 ~ low","2018","38.8"
"Zambia","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2017","20.7"
"Zambia","LFS - Labour Force Survey","Skill level 2 ~ medium","2017","-9.4"
"Zambia","LFS - Labour Force Survey","Skill level 1 ~ low","2017","87.8"
"Zimbabwe","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2021","-2.5"
"Zimbabwe","LFS - Labour Force Survey","Skill level 2 ~ medium","2021","10.1"
"Zimbabwe","LFS - Labour Force Survey","Skill level 1 ~ low","2021","-12.2"
"Zimbabwe","LFS - Labour Force Survey","Skill levels 3 and 4 ~ high","2014","21.2"
"Zimbabwe","LFS - Labour Force Survey","Skill level 2 ~ medium","2014","13.2"
"Zimbabwe","LFS - Labour Force Survey","Skill level 1 ~ low","2014","20.2"
